## This file was created at AspGD on Thu Sep 24 08:59:44 PDT 2009
Afu5g11810	ASPL0000062573	nudA
Afu1g04290	ASPL0000053982	AN0469
Afu3g07130	ASPL0000078160	AN4818
Afu1g05260	ASPL0000034430	AN2739
Afu7g01940	ASPL0000037601	nup85
Afu5g06000	ASPL0000073295	AN8825
Afu1g01590	ASPL0000056717	AN0388
Afu7g00240	ASPL0000050644	AN2612
Afu8g04220	ASPL0000047943	AN1434
Afu4g07770	ASPL0000077665	AN4478
Afu6g08840	ASPL0000042593	AN1742
Afu1g02050	ASPL0000056569	AN10061
Afu5g07360	ASPL0000068564	AN7641
Afu2g04760	ASPL0000042168	AN2073
Afu6g06720	ASPL0000033638	AN5759
Afu5g02360	ASPL0000009085	AN8023
Afu2g12920	ASPL0000002098	AN6263
Afu1g13500	ASPL0000053784	AN0688
Afu2g00660	ASPL0000049453	tcsB
Afu4g11080	ASPL0000032980	facA
Afu1g09210	ASPL0000062283	AN1366
Afu6g10990	ASPL0000061192	AN0595
Afu1g12080	ASPL0000062603	AN1075
Afu2g09800	ASPL0000002523	AN6036
Afu2g01260	ASPL0000063157	AN7661
Afu5g13390	ASPL0000006116	AN6897
Afu2g04680	ASPL0000043191	AN2067
Afu2g13250	ASPL0000007723	trpB
Afu2g02680	ASPL0000072959	AN4557
Afu7g05970	ASPL0000002597	AN6734
Afu3g08820	ASPL0000039460	AN3013
Afu4g04390	ASPL0000068306	AN7007
Afu1g16250	ASPL0000060958	agdE
Afu3g07850	ASPL0000040444	AN2946
Afu2g16260	ASPL0000046610	AN2128
Afu1g07690	ASPL0000029158	pmtA
Afu5g10920	ASPL0000061513	AN0229
Afu8g02700	ASPL0000046734	AN8886
Afu4g06140	ASPL0000077747	AN10540
Afu7g05600	ASPL0000000883	AN6714
Afu4g10490	ASPL0000042482	AN1988
Afu2g09000	ASPL0000006062	AN6068
Afu1g15120	ASPL0000055935	AN0855
Afu2g15540	ASPL0000063617	AN7604
Afu2g01290	ASPL0000001950	AN6791
Afu4g02900	ASPL0000049609	fphA
Afu5g06120	ASPL0000043720	AN2296
Afu6g04210	ASPL0000008468	AN6606
Afu5g12680	ASPL0000052453	AN10008
Afu1g10790	ASPL0000053738	AN1197
Afu2g05890	ASPL0000064667	AN7462
Afu5g06590	ASPL0000049992	AN2256
Afu4g10910	ASPL0000032343	AN5640
Afu2g13370	ASPL0000002402	AN10791
Afu6g11070	ASPL0000061778	AN0589
Afu2g14710	ASPL0000065121	AN7544
Afu1g09630	ASPL0000056792	AN1325
Afu3g10310	ASPL0000073677	AN4956
Afu1g00230	ASPL0000069386	AN7123
Afu4g10340	ASPL0000044600	AN2001
Afu5g10770	ASPL0000040768	AN2751
Afu6g11510	ASPL0000058313	AN0502
Afu2g03910	ASPL0000016352	AN3797
Afu5g04370	ASPL0000015313	AN9411
Afu5g04370	ASPL0000015327	AN4288
Afu3g07810	ASPL0000038035	AN2916
Afu1g00410	ASPL0000042342	farB
Afu2g04790	ASPL0000049705	AN2078
Afu5g01820	ASPL0000015279	AN8069
Afu3g12670	ASPL0000035560	AN3110
Afu6g03890	ASPL0000072333	catA
Afu2g15240	ASPL0000066065	AN7597
Afu5g10540	ASPL0000046871	AN2314
Afu2g03710	ASPL0000009795	spa2
Afu2g09010	ASPL0000001880	AN6069
Afu1g12610	ASPL0000055772	AN1047
Afu6g07110	ASPL0000029352	AN5180
Afu1g15200	ASPL0000059656	AN0866
Afu6g07870	ASPL0000016338	AN4167
Afu2g09230	ASPL0000001852	AN6085
Afu8g06920	ASPL0000061348	AN1290
Afu3g02760	ASPL0000047142	AN2349
Afu2g05400	ASPL0000066341	agdD
Afu3g08100	ASPL0000035269	AN2927
Afu1g12960	ASPL0000060435	AN1019
Afu8g04730	ASPL0000043042	AN10198
Afu8g01490	ASPL0000074913	AN5061
Afu7g03680	ASPL0000014841	AN8288
Afu4g12970	ASPL0000010697	kpcA
Afu4g08830	ASPL0000041941	AN1660
Afu1g12370	ASPL0000056310	AN1057
Afu5g07790	ASPL0000068552	AN7748
Afu3g10910	ASPL0000071855	AN4901
Afu3g10180	ASPL0000071619	AN4969
Afu4g11360	ASPL0000026689	AN5599
Afu4g01160	ASPL0000031713	AN5364
Afu2g16840	ASPL0000069514	AN7297
Afu5g07860	ASPL0000064211	AN7745
Afu3g14590	ASPL0000050933	AN2532
Afu1g07160	ASPL0000031525	AN5186
Afu2g12210	ASPL0000003395	AN6304
Afu6g13360	ASPL0000032811	AN5456
Afu2g06050	ASPL0000068760	AN10954
Afu2g10340	ASPL0000003399	AN5950
Afu2g08560	ASPL0000008018	nup82
Afu7g02260	ASPL0000033975	oefA
Afu6g05290	ASPL0000007587	AN6493
Afu1g04240	ASPL0000053495	AN0475
Afu1g04640	ASPL0000060082	hulB
Afu1g10720	ASPL0000055381	AN1207
Afu6g08790	ASPL0000049169	prnA
Afu4g11010	ASPL0000028266	AN5631
Afu8g05270	ASPL0000049501	AN1518
Afu2g15200	ASPL0000069432	AN10964
Afu6g01970	ASPL0000074615	areA
Afu1g15890	ASPL0000060984	AN0925
Afu5g11030	ASPL0000062419	AN0206
Afu1g14450	ASPL0000062982	AN0779
Afu4g10600	ASPL0000048719	AN1980
Afu4g12750	ASPL0000009331	AN3602
Afu1g15370	ASPL0000060066	AN10128
Afu5g12900	ASPL0000005025	AN6828
Afu6g10220	ASPL0000064695	AN7188
Afu4g13530	ASPL0000029672	AN5635
Afu2g09960	ASPL0000007208	AN6010
Afu2g12520	ASPL0000007100	AN6280
Afu3g07140	ASPL0000074483	fluG
Afu3g13940	ASPL0000035007	AN3143
Afu1g13700	ASPL0000054898	AN0704
Afu5g07080	ASPL0000051729	AN2217
Afu2g04620	ASPL0000045915	AN2062
Afu2g04780	ASPL0000044198	AN2077
Afu5g08370	ASPL0000064653	AN7704
Afu2g01910	ASPL0000072175	AN4571
Afu4g12310	ASPL0000016982	AN10434
Afu5g06550	ASPL0000046560	AN2259
Afu2g16520	ASPL0000069100	AN7334
Afu5g09270	ASPL0000077635	AN4728
Afu4g10830	ASPL0000042158	AN1961
Afu6g13290	ASPL0000030172	AN5483
Afu6g07970	ASPL0000011509	AN10513
Afu6g07030	ASPL0000030834	AN5168
Afu4g07660	ASPL0000077157	AN10557
Afu6g11410	ASPL0000062187	mreA
Afu1g04190	ASPL0000010999	AN4000
Afu1g14990	ASPL0000062195	AN10125
Afu8g03970	ASPL0000046055	AN1406
Afu2g04390	ASPL0000044474	AN10247
Afu7g05480	ASPL0000006457	AN6694
Afu4g08770	ASPL0000051691	AN10225
Afu1g12020	ASPL0000052882	AN1089
Afu1g12910	ASPL0000056142	AN1014
Afu5g15060	ASPL0000052698	AN9314
Afu6g03660	ASPL0000002022	biA
Afu2g05080	ASPL0000046331	AN2101
Afu4g09050	ASPL0000050146	AN1632
Afu5g11360	ASPL0000055849	AN0165
Afu1g11890	ASPL0000055945	AN1102
Afu7g00910	ASPL0000008228	AN6452
Afu1g08810	ASPL0000052509	AN1396
Afu2g04820	ASPL0000046887	AN2080
Afu6g02270	ASPL0000080273	AN8691
Afu6g02670	ASPL0000080189	nimA
Afu6g07720	ASPL0000045947	acuF
Afu1g03140	ASPL0000059380	AN0280
Afu2g04970	ASPL0000047740	AN2090
Afu2g12360	ASPL0000003905	AN6291
Afu1g07440	ASPL0000032041	hsp70
Afu5g00760	ASPL0000071177	AN4367
Afu1g09010	ASPL0000055879	AN1380
Afu3g11140	ASPL0000077573	AN4883
Afu7g05220	ASPL0000076619	AN8785
Afu8g04180	ASPL0000044989	AN1420
Afu1g11660	ASPL0000053100	AN1128
Afu5g11610	ASPL0000062561	rmtC
Afu1g16330	ASPL0000053778	AN0946
Afu6g05090	ASPL0000003704	AN10832
Afu5g12330	ASPL0000061877	AN0069
Afu1g11630	ASPL0000057652	AN1132
Afu3g10760	ASPL0000073393	AN4913
Afu1g04670	ASPL0000054914	AN0446
Afu4g06630	ASPL0000076327	AN4378
Afu4g07460	ASPL0000078220	AN4453
Afu1g02130	ASPL0000060285	AN10056
Afu3g11090	ASPL0000074653	AN4886
Afu7g04180	ASPL0000028453	AN5690
Afu2g01980	ASPL0000072929	AN4581
Afu1g17670	ASPL0000036938	AN3392
Afu6g13430	ASPL0000030720	AN5450
Afu4g13020	ASPL0000016810	AN3578
Afu3g14350	ASPL0000042106	AN10315
Afu6g10650	ASPL0000051301	AN2436
Afu2g09910	ASPL0000008944	AN6014
Afu8g04460	ASPL0000049823	nudI
Afu2g11970	ASPL0000006061	plaA
Afu5g02160	ASPL0000012537	AN8055
Afu1g10470	ASPL0000052888	AN1232
Afu2g13640	ASPL0000003634	AN6339
Afu3g12800	ASPL0000037048	AN3122
Afu5g04020	ASPL0000015529	AN8255
Afu7g03710	ASPL0000013868	kipA
Afu5g08000	ASPL0000066715	sac3
Afu1g09620	ASPL0000059976	AN1326
Afu5g03480	ASPL0000012007	metA
Afu5g05920	ASPL0000070935	AN11125
Afu4g04290	ASPL0000069638	hosB
Afu8g05280	ASPL0000044981	AN1519
Afu4g14150	ASPL0000002366	AN6433
Afu6g13080	ASPL0000030426	AN5514
Afu5g08060	ASPL0000069006	AN7731
Afu1g07350	ASPL0000027698	AN10634
Afu1g11880	ASPL0000059145	AN1103
Afu1g04840	ASPL0000061066	AN0421
Afu5g13970	ASPL0000036914	AN2701
Afu5g11470	ASPL0000060525	AN0153
Afu2g07420	ASPL0000003499	AN5803
Afu5g08910	ASPL0000070595	AN4690
Afu5g09630	ASPL0000074553	AN8798
Afu6g07810	ASPL0000042216	AN1929
Afu5g04270	ASPL0000011305	AN8280
Afu6g08660	ASPL0000015455	AN3906
Afu3g10450	ASPL0000075677	AN4943
Afu4g07760	ASPL0000073221	AN4477
Afu3g00680	ASPL0000029984	AN8454
Afu2g13140	ASPL0000000426	imeB
Afu7g06810	ASPL0000043254	AN1808
Afu2g10690	ASPL0000008319	AN5935
Afu6g13760	ASPL0000029858	AN10672
Afu3g05440	ASPL0000035336	AN10415
Afu5g08300	ASPL0000069028	AN7707
Afu6g13260	ASPL0000030982	nup2
Afu1g09690	ASPL0000057174	AN1296
Afu1g03450	ASPL0000053687	palB
Afu2g12530	ASPL0000005688	acuJ
Afu2g10620	ASPL0000001820	pkcB
Afu1g04700	ASPL0000052981	AN0449
Afu3g13900	ASPL0000038512	AN3150
Afu1g16920	ASPL0000048081	AN2359
Afu1g15000	ASPL0000062618	AN0840
Afu1g14940	ASPL0000051881	AN0834
Afu4g09320	ASPL0000000099	AN6438
Afu2g04960	ASPL0000045206	musN
Afu4g06150	ASPL0000078282	AN4322
Afu1g14240	ASPL0000052042	AN0762
Afu3g10610	ASPL0000076503	AN4929
Afu2g04770	ASPL0000048791	AN2076
Afu6g11300	ASPL0000062666	AN0566
Afu3g11960	ASPL0000039161	AN2854
Afu6g07640	ASPL0000048471	AN1913
Afu1g02920	ASPL0000060519	mesA
Afu5g02440	ASPL0000017522	AN8013
Afu2g03460	ASPL0000077653	leuB
Afu2g13410	ASPL0000005181	AN6316
Afu6g08220	ASPL0000014731	AN3939
Afu4g08190	ASPL0000011579	AN3827
Afu1g14730	ASPL0000062179	AN0814
Afu6g12530	ASPL0000016328	AN10459
Afu3g02270	ASPL0000057967	catB
Afu3g06080	ASPL0000039417	AN2766
Afu2g02690	ASPL0000077393	AN4558
Afu3g05880	ASPL0000033853	AN3424
Afu6g12870	ASPL0000032595	AN5528
Afu5g09520	ASPL0000073323	AN8809
Afu5g07020	ASPL0000043187	AN2210
Afu7g01550	ASPL0000038338	AN9151
Afu2g07780	ASPL0000006094	AN5833
Afu1g13620	ASPL0000053812	AN0700
Afu2g10190	ASPL0000000418	AN5988
Afu6g10360	ASPL0000043032	AN2456
Afu3g12120	ASPL0000070637	ppoC
Afu3g10520	ASPL0000072111	AN4936
Afu1g15030	ASPL0000052366	AN0844
Afu4g08990	ASPL0000047579	AN1637
Afu5g10840	ASPL0000055680	AN0237
Afu6g02860	ASPL0000074393	mclA
Afu2g11510	ASPL0000000466	AN5865
Afu4g12560	ASPL0000012125	AN3683
Afu1g09760	ASPL0000052392	AN10171
Afu4g08050	ASPL0000010657	AN3841
Afu1g05610	ASPL0000015687	AN4085
Afu7g03880	ASPL0000012609	AN4266
Afu4g12400	ASPL0000017324	AN3668
Afu1g13510	ASPL0000056832	facB
Afu2g03360	ASPL0000070399	AN4496
Afu2g15840	ASPL0000044819	hetC
Afu1g03740	ASPL0000015477	AN4018
Afu5g12020	ASPL0000060327	nirA
Afu2g08070	ASPL0000004677	AN5856
Afu1g02010	ASPL0000055640	AN10068
Afu2g05120	ASPL0000049135	AN2107
Afu6g10590	ASPL0000050267	AN2442
Afu5g06220	ASPL0000043734	AN2288
Afu4g11440	ASPL0000032070	AN5593
Afu3g06050	ASPL0000034397	AN2763
Afu5g11050	ASPL0000056064	AN0204
Afu5g11840	ASPL0000055986	AN10019
Afu6g08900	ASPL0000042587	AN1750
Afu5g02560	ASPL0000013095	AN9467
Afu2g15520	ASPL0000068156	AN10952
Afu4g07690	ASPL0000075307	AN4464
Afu1g10650	ASPL0000054825	AN1213
Afu4g10000	ASPL0000044857	AN2052
Afu5g02290	ASPL0000011729	AN8029
Afu1g04960	ASPL0000062229	AN0409
Afu5g06140	ASPL0000042713	AN2294
Afu4g04440	ASPL0000067716	AN7005
Afu2g15550	ASPL0000010395	cnxE
Afu5g11600	ASPL0000054191	AN0135
Afu6g07800	ASPL0000051411	AN1927
Afu1g04260	ASPL0000055437	AN0472
Afu5g10460	ASPL0000041754	AN10292
Afu2g01660	ASPL0000066455	AN7687
Afu2g03430	ASPL0000074743	AN4489
Afu8g01670	ASPL0000067028	cpeA
Afu8g02790	ASPL0000042013	AN8879
Afu8g06470	ASPL0000076695	AN8654
Afu1g16780	ASPL0000062305	AN0988
Afu5g04240	ASPL0000013024	AN8276
Afu2g07670	ASPL0000001056	AN5824
Afu5g08050	ASPL0000068024	AN11005
Afu1g03070	ASPL0000054735	AN0292
Afu2g12140	ASPL0000007419	AN6311
Afu1g16470	ASPL0000061571	AN0951
Afu2g09290	ASPL0000003680	AN6089
Afu1g09240	ASPL0000052850	AN1363
Afu1g01750	ASPL0000054535	AN0380
Afu2g10990	ASPL0000004945	AN5911
Afu4g05840	ASPL0000070705	nup133
Afu3g12780	ASPL0000036293	AN3120
Afu8g01130	ASPL0000046109	AN9035
Afu1g05620	ASPL0000011475	AN4086
Afu5g01940	ASPL0000016890	AN8038
Afu4g11890	ASPL0000029294	AN5529
Afu5g12940	ASPL0000001694	AN6847
Afu8g04250	ASPL0000048949	AN1436
Afu7g04400	ASPL0000010087	AN3743
Afu7g04590	ASPL0000010977	AN3753
Afu7g00210	ASPL0000047104	AN2615
Afu5g13540	ASPL0000008980	AN11678
Afu1g02590	ASPL0000056936	AN0312
Afu5g10520	ASPL0000043100	AN2325
Afu2g13750	ASPL0000050297	AN2418
Afu1g07250	ASPL0000032547	AN10637
Afu4g12590	ASPL0000017963	AN3627
Afu8g05530	ASPL0000044947	AN1543
Afu4g11530	ASPL0000029469	AN5588
Afu2g11180	ASPL0000002124	flbA
Afu1g03010	ASPL0000053315	AN0289
Afu2g14110	ASPL0000005389	AN6359
Afu2g16670	ASPL0000063455	AN7311
Afu3g06110	ASPL0000036390	AN10337
Afu5g12320	ASPL0000060130	AN0071
Afu7g04790	ASPL0000015366	AN10457
Afu2g11210	ASPL0000001272	AN5891
Afu5g14790	ASPL0000006943	AN5843
Afu5g11670	ASPL0000051825	AN0128
Afu2g07470	ASPL0000005275	AN5807
Afu4g11830	ASPL0000028535	AN5535
Afu5g14380	ASPL0000056056	AN9286
Afu1g07220	ASPL0000027914	AN5144
Afu6g02840	ASPL0000072781	sidB
Afu8g04770	ASPL0000041656	AN1482
Afu8g02200	ASPL0000047819	AN2201
Afu1g13230	ASPL0000053619	AN0661
Afu1g05810	ASPL0000013754	AN4188
Afu2g16090	ASPL0000045550	kapA
Afu5g06190	ASPL0000050963	steA
Afu2g09030	ASPL0000044724	AN2572
Afu3g11410	ASPL0000035800	fcp1
Afu3g12820	ASPL0000037757	AN3124
Afu2g14030	ASPL0000001234	AN6368
Afu2g16030	ASPL0000048435	AN2148
Afu2g05450	ASPL0000068060	AN7500
Afu6g04650	ASPL0000005634	AN6553
Afu3g08280	ASPL0000037495	AN2965
Afu6g04870	ASPL0000002925	AN6531
Afu1g04870	ASPL0000059555	AN0418
Afu2g11300	ASPL0000001289	metF
Afu2g08280	ASPL0000007429	AN6168
Afu5g03350	ASPL0000010265	AN8203
Afu1g06780	ASPL0000033419	AN5716
Afu1g06160	ASPL0000015069	AN4237
Afu7g05280	ASPL0000006465	AN6678
Afu2g10590	ASPL0000005157	AN5970
Afu2g17180	ASPL0000067558	AN10918
Afu3g13280	ASPL0000034540	AN3176
Afu2g14210	ASPL0000007677	AN6346
Afu3g06130	ASPL0000035065	AN2757
Afu2g12380	ASPL0000006581	AN6289
Afu2g14670	ASPL0000063813	AN7540
Afu2g13740	ASPL0000044786	AN2417
Afu3g12470	ASPL0000034163	AN3094
Afu5g01760	ASPL0000013404	AN8073
Afu1g04990	ASPL0000052822	AN0406
Afu8g02710	ASPL0000051227	AN8885
Afu1g04970	ASPL0000059043	AN0408
Afu5g05830	ASPL0000076791	AN11138
Afu2g02620	ASPL0000075053	AN4552
Afu3g07620	ASPL0000076733	AN4857
Afu2g16300	ASPL0000064933	AN7358
Afu5g03160	ASPL0000010738	AN8190
Afu6g12290	ASPL0000031144	AN5671
Afu2g05210	ASPL0000051025	AN10258
Afu2g00910	ASPL0000027297	AN8457
Afu1g17230	ASPL0000007043	AN6395
Afu3g07030	ASPL0000073779	AN4809
Afu6g02620	ASPL0000076431	AN8718
Afu5g01900	ASPL0000010818	AN8035
Afu6g04110	ASPL0000001778	AN6601
Afu2g01060	ASPL0000065576	AN7650
Afu2g01580	ASPL0000063435	AN7418
Afu5g03050	ASPL0000009849	AN8180
Afu5g12580	ASPL0000059561	AN10003
Afu7g05510	ASPL0000005061	AN6705
Afu5g09360	ASPL0000075355	cnaA
Afu5g08150	ASPL0000050897	AN8957
Afu5g13050	ASPL0000001690	uncB
Afu3g04310	ASPL0000018270	AN8293
Afu4g02930	ASPL0000041548	AN10380
Afu7g06140	ASPL0000038342	AN2828
Afu7g04580	ASPL0000015155	AN3752
Afu3g06250	ASPL0000072379	AN4741
Afu5g11700	ASPL0000056766	AN0126
Afu8g04540	ASPL0000050277	AN10192
Afu1g04480	ASPL0000058486	AN0430
Afu6g03850	ASPL0000006202	AN6627
Afu3g11460	ASPL0000035704	AN2898
Afu4g09650	ASPL0000045267	palF
Afu3g07520	ASPL0000070869	AN4852
Afu3g10840	ASPL0000074583	AN10615
Afu6g03750	ASPL0000001301	AN10837
Afu2g08080	ASPL0000000480	AN5857
Afu4g06460	ASPL0000071263	AN10544
Afu4g13340	ASPL0000045909	AN1950
Afu3g13770	ASPL0000039373	AN3144
Afu4g02970	ASPL0000050628	AN2477
Afu2g01090	ASPL0000066245	AN7652
Afu8g05320	ASPL0000042916	AN1523
Afu2g05420	ASPL0000065711	AN7503
Afu4g07520	ASPL0000076083	AN4458
Afu1g03860	ASPL0000011241	amdR
Afu3g06530	ASPL0000076985	AN4769
Afu1g17640	ASPL0000040591	AN3391
Afu1g06470	ASPL0000015055	AN4245
Afu3g09880	ASPL0000070395	AN5001
Afu6g04440	ASPL0000009022	AN6577
Afu1g02830	ASPL0000052804	AN0295
Afu5g06270	ASPL0000041803	AN2284
Afu5g12250	ASPL0000053023	AN0076
Afu4g12910	ASPL0000012423	creB
Afu4g10970	ASPL0000027722	AN5648
Afu3g10110	ASPL0000071613	AN4977
Afu8g04090	ASPL0000044380	AN1429
Afu2g14280	ASPL0000005109	klpA
Afu2g00140	ASPL0000012219	AN3536
Afu6g05130	ASPL0000002953	AN6507
Afu6g02170	ASPL0000080233	AN8683
Afu2g08040	ASPL0000000488	AN5849
Afu1g16290	ASPL0000058969	AN0944
Afu1g12330	ASPL0000057825	AN1060
Afu1g13970	ASPL0000061639	AN10115
Afu6g04820	ASPL0000008740	pabaA
Afu6g07490	ASPL0000031096	AN5215
Afu6g03540	ASPL0000007017	acuE
Afu3g06740	ASPL0000076949	AN4785
Afu3g10220	ASPL0000070845	AN4967
Afu4g11570	ASPL0000028823	AN5578
Afu1g06680	ASPL0000031439	AN5710
Afu3g05580	ASPL0000039566	AN3445
Afu2g16020	ASPL0000043818	AN2149
Afu3g12590	ASPL0000035173	AN10376
Afu8g07070	ASPL0000014156	agdF
Afu6g07890	ASPL0000017252	AN4169
Afu2g08240	ASPL0000001563	AN6173
Afu4g08330	ASPL0000048909	AN1710
Afu7g03820	ASPL0000011761	AN4272
Afu3g07480	ASPL0000078120	AN4850
Afu3g05970	ASPL0000035752	AN2775
Afu4g10550	ASPL0000045148	AN1983
Afu6g04390	ASPL0000003223	AN6574
Afu3g07870	ASPL0000040428	AN2954
Afu4g04640	ASPL0000066677	AN10877
Afu5g03560	ASPL0000017154	AN8224
Afu6g13440	ASPL0000029545	AN5449
Afu6g02540	ASPL0000072979	AN11104
Afu2g09550	ASPL0000008327	AN6055
Afu3g08050	ASPL0000039685	tamA
Afu2g05650	ASPL0000064245	AN7479
Afu6g12470	ASPL0000011813	AN10441
Afu1g14770	ASPL0000051905	AN0818
Afu7g02570	ASPL0000040216	tinC
Afu1g14610	ASPL0000055229	AN0802
Afu2g08290	ASPL0000003377	AN6169
Afu3g13030	ASPL0000038552	AN3134
Afu2g16010	ASPL0000045530	AN2150
Afu2g00690	ASPL0000067642	glaB
Afu3g11160	ASPL0000072349	AN4880
Afu2g14950	ASPL0000067196	AN7566
Afu7g05360	ASPL0000002272	AN6687
Afu4g06250	ASPL0000078272	AN4330
Afu2g13980	ASPL0000000390	AN6374
Afu1g02360	ASPL0000061282	AN0333
Afu4g10540	ASPL0000050693	AN1984
Afu5g11010	ASPL0000055519	AN0210
Afu7g05040	ASPL0000003971	AN10867
Afu4g09010	ASPL0000046692	AN1635
Afu5g06400	ASPL0000044452	AN2271
Afu1g04590	ASPL0000059015	AN0440
Afu2g03390	ASPL0000073195	AN4493
Afu3g07120	ASPL0000073763	AN4817
Afu1g17570	ASPL0000049523	AN2598
Afu2g08410	ASPL0000008846	AN6161
Afu2g09790	ASPL0000007507	swoM
Afu1g09320	ASPL0000055343	AN1354
Afu1g07330	ASPL0000028737	AN5138
Afu3g09860	ASPL0000073047	AN10611
Afu2g02070	ASPL0000074489	AN4585
Afu1g15550	ASPL0000057642	AN0885
Afu6g07950	ASPL0000016314	AN4175
Afu5g09320	ASPL0000072399	AN4733
Afu8g05580	ASPL0000046998	AN1547
Afu3g11130	ASPL0000073983	AN4884
Afu6g09000	ASPL0000042794	AN1777
Afu7g07170	ASPL0000029784	AN5254
Afu5g01780	ASPL0000012513	AN8071
Afu6g05150	ASPL0000002074	rcoA
Afu4g09740	ASPL0000049731	AN1851
Afu5g07060	ASPL0000045251	AN2214
Afu1g13090	ASPL0000063020	trpC
Afu3g14030	ASPL0000050594	AN2493
Afu4g12850	ASPL0000015815	AN3592
Afu7g04720	ASPL0000017024	AN3764
Afu6g07270	ASPL0000030788	AN5192
Afu2g09570	ASPL0000007479	AN6053
Afu2g17610	ASPL0000065741	AN7229
Afu6g09250	ASPL0000067586	AN7533
Afu5g08890	ASPL0000002062	lysF
Afu2g03490	ASPL0000072431	AN4483
Afu7g01690	ASPL0000035604	AN9138
Afu5g02970	ASPL0000013914	AN8171
Afu8g04310	ASPL0000043304	AN1443
Afu5g07330	ASPL0000043516	AN2237
Afu4g07400	ASPL0000070981	hk5
Afu4g12870	ASPL0000010685	AN3591
Afu6g06790	ASPL0000028997	AN5748
Afu1g10690	ASPL0000056826	AN1210
Afu2g14240	ASPL0000005249	AN10801
Afu7g05210	ASPL0000061779	AN0490
Afu5g08940	ASPL0000076517	AN4687
Afu4g08490	ASPL0000044250	AN1699
Afu2g05830	ASPL0000066743	AN7468
Afu7g00600	ASPL0000007569	AN6743
Afu2g16160	ASPL0000046602	AN2136
Afu6g07430	ASPL0000032905	AN5210
Afu5g13270	ASPL0000000248	palH
Afu8g01990	ASPL0000034692	AN2667
Afu4g10680	ASPL0000045158	AN1975
Afu1g07700	ASPL0000032505	AN5104
Afu3g09590	ASPL0000038764	AN3070
Afu1g12820	ASPL0000058823	AN1005
Afu1g11070	ASPL0000059796	AN1172
Afu2g12490	ASPL0000006939	AN10805
Afu3g14050	ASPL0000047074	AN2496
Afu1g05980	ASPL0000009753	AN4201
Afu3g09950	ASPL0000075181	AN4992
Afu3g09770	ASPL0000073461	AN5009
Afu2g10750	ASPL0000006660	AN5931
Afu4g06190	ASPL0000074129	AN10541
Afu2g06180	ASPL0000064677	AN7438
Afu3g11070	ASPL0000075405	AN4888
Afu1g11960	ASPL0000060585	AN1094
Afu2g14770	ASPL0000064445	AN7550
Afu2g02590	ASPL0000074311	AN4550
Afu2g07480	ASPL0000001074	AN5808
Afu2g02420	ASPL0000074751	AN4632
Afu2g09060	ASPL0000003411	AN6070
Afu1g07510	ASPL0000033830	AN5124
Afu4g04590	ASPL0000064939	AN6996
Afu2g09190	ASPL0000000153	AN6081
Afu3g11110	ASPL0000071747	AN10618
Afu6g13540	ASPL0000030746	AN5442
Afu3g01440	ASPL0000029521	AN8495
Afu1g17410	ASPL0000067014	AN7396
Afu4g13580	ASPL0000028493	AN5658
Afu5g06460	ASPL0000012690	AN3900
Afu4g09710	ASPL0000047220	nosA
Afu3g07510	ASPL0000073059	AN10603
Afu3g13920	ASPL0000040121	AN3154
Afu6g14290	ASPL0000026851	AN5337
Afu6g03770	ASPL0000002032	AN6636
Afu8g01100	ASPL0000031028	AN8392
Afu3g07290	ASPL0000070885	AN4836
Afu3g07830	ASPL0000038870	AN2918
Afu4g10100	ASPL0000043880	AN2042
Afu4g00150	ASPL0000044089	AN2601
Afu1g15710	ASPL0000059826	AN0905
Afu6g07540	ASPL0000042830	AN1904
Afu4g10470	ASPL0000048109	AN1989
Afu2g17050	ASPL0000068678	AN7260
Afu2g05800	ASPL0000068386	AN7471
Afu2g17200	ASPL0000063261	AN7248
Afu3g12730	ASPL0000037776	AN3116
Afu5g06510	ASPL0000044472	AN2263
Afu2g02290	ASPL0000077683	AN4613
Afu3g11830	ASPL0000037030	AN2867
Afu6g08750	ASPL0000047248	prnC
Afu4g07670	ASPL0000071239	AN10560
Afu1g07150	ASPL0000027349	AN5185
Afu3g13400	ASPL0000037939	AN3167
Afu2g11660	ASPL0000008254	AN6186
Afu8g05230	ASPL0000045214	AN10214
Afu6g12540	ASPL0000014787	AN3689
Afu6g03990	ASPL0000005349	AN6617
Afu3g12250	ASPL0000076497	AN5057
Afu1g06210	ASPL0000009180	AN4234
Afu1g10830	ASPL0000052706	AN1193
Afu6g11890	ASPL0000027181	AN10691
Afu7g02560	ASPL0000035818	AN9066
Afu2g14270	ASPL0000000923	AN6341
Afu4g12600	ASPL0000012782	AN3626
Afu8g04840	ASPL0000044630	AN1488
Afu4g13510	ASPL0000032974	acuD
Afu4g13330	ASPL0000044206	AN1949
Afu1g17110	ASPL0000057677	AN0623
Afu1g01740	ASPL0000057689	AN0381
Afu1g13580	ASPL0000059483	AN0696
Afu1g17190	ASPL0000052652	AN0609
Afu2g13100	ASPL0000002132	AN6247
Afu7g04190	ASPL0000030674	AN5688
Afu3g01580	ASPL0000027758	AN8547
Afu1g15340	ASPL0000053910	AN0874
Afu2g02660	ASPL0000072189	AN4555
Afu3g05590	ASPL0000038959	AN10414
Afu1g03650	ASPL0000015461	AN4026
Afu7g05830	ASPL0000001277	AN10845
Afu2g11360	ASPL0000002166	AN5877
Afu1g06850	ASPL0000028825	AN5721
Afu6g09920	ASPL0000068780	AN10946
